"Combined_Key","KeyOk","Address","Alt_Name","Beds","City","Country","County","COUNTYFIPS","Helipad","Id","Latitude","Longitude","NAICS_CODE","NAICS_DESC","Name","Objectid","Owner","Population","Source","Sourcedate","ST_FIPS","State","State Name","State_Id","Status","Telephone","Trauma","Ttl_Staff","Type","Val_Date","Val_Method","Website","Zip","Zip4"
"Alameda, California, US",,"2401 Blanding Avenue","ALAMEDA HOSPITAL AT WATERS EDGE","120","Alameda","USA","Alameda","06001","N","0070094501","37.770628629","-122.237024304","622110","General Medical And Surgical Hospitals","California","2648","Government - District/Authority","120","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN",,,,"GENERAL ACUTE CARE","2015-01-13T00:00:00.000Z","IMAGERY/OTHER",,"94501",
"San Bernardino, California, US",,"1401 Bailey Avenue",,"25","Needles","USA","San Bernardino","06071","Y","0007892363","34.8330659210001","-114.617493964","622110","General Medical And Surgical Hospitals","California","1001","Government - Local","25","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN",,,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.cityofneedles.com/Hospitals.asp","92363",
"Los Angeles, California, US",,"2180 West Valley Boulevard",,"50","Pomona","USA","Los Angeles","06037","N","0001691768","34.0609925690001","-117.790635934","622310","Rehabilitation Hospitals (Except Alcoholism, Drug Addiction)","California","4801","Non-Profit","50","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN",,,,"REHABILITATION","2014-02-10T00:00:00.000Z","IMAGERY/OTHER",,"91768",
"Ventura, California, US",,"801 Seneca Street",,"87","Ventura","USA","Ventura","06111","N","0002793001","34.3077643510001","-119.283663533","622210","Psychiatric And Substance Abuse Hospitals","California","4539","Proprietary","87","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN",,,,"PSYCHIATRIC","2014-02-10T00:00:00.000Z","IMAGERY","http://www.vistadelmarhospital.com","93001",
"Alameda, California, US",,"2500 Merced Street",,"216","San Leandro","USA","Alameda","06001","N","0071794577","37.706406198","-122.164654518","622110","General Medical And Surgical Hospitals","California","32",,"216","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN",,,,"GENERAL ACUTE CARE","2015-01-14T00:00:00.000Z","IMAGERY/OTHER","http://www.kaiserpermanente.org","94577",
"Los Angeles, California, US",,"2776 Pacific Avenue","PACIFIC HOSPITAL OF LONG BEACH","121","Long Beach","USA","Los Angeles","06037","N","0070990806","33.8070928700001","-118.193389929","622110","General Medical And Surgical Hospitals","California","31","Proprietary","121","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN",,,,"GENERAL ACUTE CARE","2015-01-13T00:00:00.000Z","IMAGERY/OTHER","http://www.collegemedicalcenter.com","90806",
"Tulare, California, US",,"1100 So. Akers Street",,"63","Visalia","USA","Tulare","06107","N","0022093277","36.320843946","-119.348234528","622110","General Medical And Surgical Hospitals","California","18","Government - District/Authority","63","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN",,,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.kaweahdelta.org","93277",
"Orange, California, US",,"200 Hospital Circle",,"109","Westminster","USA","Orange","06059","N","0024392683","33.7635332090001","-117.995255963","622110","General Medical And Surgical Hospitals","California","17","Proprietary","109","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN",,,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.khwestminster.com/","92683",
"Orange, California, US",,"875 North Brea Boulevard",,"86","Brea","USA","Orange","06059","N","0023792621","33.934495886","-117.893948792","622110","General Medical And Surgical Hospitals","California","16","Proprietary","86","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN",,,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.kindredhospitalbrea.com/","92621",
"Orange, California, US",,"14851 Yorba Street",,"48","Tustin","USA","Orange","06059","N","0016192680","33.7474607400001","-117.831055631","622110","General Medical And Surgical Hospitals","California","15","Proprietary","48","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN",,,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.tustinrehab.com","92680",
"Orange, California, US",,"393 S, Tustin Street",,"27","Orange","USA","Orange","06059","N","0015992866","33.7827271730001","-117.833891865","622110","Children's Hospitals, General","California","14","Proprietary","27","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN",,,,"CHILDREN","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.HealthBridgeOrange.com","92866",
"Los Angeles, California, US",,"16453 South Colorado Avenue",,"177","Paramount","USA","Los Angeles","06037","N","0072590723","33.8846318610001","-118.162267066","622310","Specialty (Except Psychiatric And Substance Abuse) Hospitals","California","33","Proprietary","177","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN",,,,"LONG TERM CARE","2015-01-14T00:00:00.000Z","IMAGERY/OTHER","http://www.promiseeastla.com/","90723",
"Orange, California, US",,"5742 Beach Boulevard",,"42","Buena Park","USA","Orange","06059","N","0001890621","33.8764186650001","-117.997897631","622110","General Medical And Surgical Hospitals","California","13","Proprietary","42","http://www.oshpd.ca.gov/HID/Products/Listings.html","2012-08-13T00:00:00.000Z","06","CA","California",,"CLOSED",,,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER",,"90621",
"Modoc, California, US",,"228 Mc Dowell Street",,"87","Alturas","USA","Modoc","06049","Y","0030696101","41.4800562550001","-120.545743987","622110","General Medical And Surgical Hospitals","California","11","Government - Local","87","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN",,,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.modocmedicalcenter.org","96101",
"Riverside, California, US",,"730 Magnolia Avenue",,"78","Corona","USA","Riverside","06065","N","0009092879","33.8580833070001","-117.553858035","622110","General Medical And Surgical Hospitals","California","10","Proprietary","78","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN",,,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.coronaregional.com","92879",
"Los Angeles, California, US",,"4025 West 226 Street",,"16","Torrance","USA","Los Angeles","06037","N","0047090505","33.823914464","-118.356096947","622210","Psychiatric And Substance Abuse Hospitals","California","9","Proprietary","16","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN",,,,"PSYCHIATRIC","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.starsinc.com/","90505",
"Los Angeles, California, US",,"900 South Atlantic Boulevard",,"101","Monterey Park","USA","Los Angeles","06037","N","0030891754","34.0494660590001","-118.138262231","622110","General Medical And Surgical Hospitals","California","8","Proprietary","101","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN",,,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.montereyparkhosp.com","91754",
"Los Angeles, California, US",,"323 South Heliotrope Avenue",,"49","Monrovia","USA","Los Angeles","06037","N","0030791016","34.1487586590001","-117.992667657","622110","General Medical And Surgical Hospitals","California","7","Proprietary","49","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN",,,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.monroviamemorial.com","91016",
"Los Angeles, California, US",,"3700 East South Street",,"172","Lakewood","USA","Los Angeles","06037","N","0025190712","33.8597066200001","-118.148402965","622110","General Medical And Surgical Hospitals","California","6","Proprietary","172","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN",,,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.lakewoodregional.com","90712",
"Los Angeles, California, US",,"14148 Francisquito Avenue",,"95","Baldwin Park","USA","Los Angeles","06037","N","0023691706","34.063038932","-117.967437788","622110","General Medical And Surgical Hospitals","California","5","Proprietary","95","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN",,,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.khbaldwinpark.com","91706",
"Monterey, California, US",,"450 East Romie Lane",,"269","Salinas","USA","Monterey","06053","N","0038593901","36.659030456","-121.645983804","622110","General Medical And Surgical Hospitals","California","12","Government - District/Authority","269","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN",,,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.svmh.com","93901",
"Los Angeles, California, US",,"6245 De Longpre Avenue","HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD","100","Hollywood","USA","Los Angeles","06037","N","0017090028","34.0963913570001","-118.325234871","622110","General Medical And Surgical Hospitals","California","4","Proprietary","100","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN","(323) 462-2271",,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://sch-hollywood.com/","90028",
"Los Angeles, California, US",,"11401 Bloomfield Avenue",,"1265","Norwalk","USA","Los Angeles","06037","N","0073790650","33.928031349","-118.067989672","622210","Psychiatric And Substance Abuse Hospitals","California","34","Government - State","1265","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN","(562) 863-7011",,,"PSYCHIATRIC","2015-01-16T00:00:00.000Z","IMAGERY/OTHER","http://www.dsh.ca.gov/metropolitan/default.asp","90650",
"San Bernardino, California, US",,"Sturgis St",,,"Twentynine Palms","USA","San Bernardino","06071","Y","0000000035","34.227066467","-116.04879378","622110","General Medical And Surgical Hospitals","California","56","Government - Federal",,"http://www.tricare.mil/mtf","2019-04-02T00:00:00.000Z","06","CA","California",,"OPEN",,,,"MILITARY","2015-07-24T00:00:00.000Z","IMAGERY/OTHER","http://www.med.navy.mil/sites/nhtp/Pages/default.aspx","92278",
"Solano, California, US",,"975 Sereno Drive",,"248","Vallejo","USA","Solano","06095","N","0019594590","38.12690208","-122.248377304","622110","General Medical And Surgical Hospitals","California","76","Non-Profit","248","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN",,,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.kaiserpermanente.org","94590",
"Sonoma, California, US",,"401 Bicentennial Way",,"173","Santa Rosa","USA","Sonoma","06097","N","0020595403","38.471793006","-122.72706436","622110","General Medical And Surgical Hospitals","California","75","Non-Profit","173","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN",,,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY","http://www.kaiserpermanente.org","95403",
"San Francisco, California, US",,"450 Stanyan Street",,"403","San Francisco","USA","San Francisco","06075","N","0046594117","37.77408876","-122.453751642","622110","General Medical And Surgical Hospitals","California","74","Non-Profit","403","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN",,,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.stmarysmedicalcenter.org","94117",
"San Francisco, California, US",,"2333 Buchanan Street",,"309","San Francisco","USA","San Francisco","06075","N","0005094115","37.7907045380001","-122.431294533","622110","General Medical And Surgical Hospitals","California","73","Non-Profit","309","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN",,,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.cpmc.org","94115",
"San Francisco, California, US",,"3700 California Street",,"299","San Francisco","USA","San Francisco","06075","N","0004894118","37.786509197","-122.456030633","622110","General Medical And Surgical Hospitals","California","72","Non-Profit","299","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN",,,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.cpmc.org","94118",
"San Diego, California, US",,"200 West Arbor Drive","UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER","390","San Diego","USA","San Diego","06073","Y","0051092103","32.754770233","-117.165731384","622110","General Medical And Surgical Hospitals","California","71","Non-Profit","390","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN",,"LEVEL I",,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY","https://health.ucsd.edu/locations/Pages/hillcrest.aspx","92103",
"San Diego, California, US",,"3003 Health Center Drive",,"206","San Diego","USA","San Diego","06073","Y","0042292123","32.7982957780001","-117.154977819","622110","General Medical And Surgical Hospitals","California","70","Non-Profit","206","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN",,,,"WOMEN","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.sharp.com","92123",
"Riverside, California, US",,"31700 Temecula Pkwy",,"140","Temecula","USA","Riverside","06065","N","0074592592","33.480464468","-117.105954594","622110","General Medical And Surgical Hospitals","California","35",,"140","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN",,,,"GENERAL ACUTE CARE","2015-01-16T00:00:00.000Z","IMAGERY/OTHER",,"92592",
"San Diego, California, US",,"354 Santa Fe Drive",,"194","Encinitas","USA","San Diego","06073","Y","0041092024","33.0373447760001","-117.284183383","622110","General Medical And Surgical Hospitals","California","69","Non-Profit","194","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN",,,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY","http://www.scripps.org","92024",
"San Diego, California, US",,"4647 Zion Avenue",,"414","San Diego","USA","San Diego","06073","N","0020092120","32.7915625750001","-117.095159549","622110","General Medical And Surgical Hospitals","California","67","Non-Profit","414","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN",,,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY/OTHER","http://www.kaiserpermanente.org","92120",
"San Bernardino, California, US",,"2101 North Waterman Avenue",,"342","San Bernardino","USA","San Bernardino","06071","N","0044792404","34.1346723570001","-117.277019975","622110","General Medical And Surgical Hospitals","California","66","Non-Profit","342","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN",,,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY","http://www.stbernardinemedicalcenter.com","92404",
"San Bernardino, California, US",,"25333 Barton Road",,"134","Loma Linda","USA","San Bernardino","06071","N","0025692354","34.047305635","-117.251636776","622110","General Medical And Surgical Hospitals","California","65","Non-Profit","134","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN",,,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY","http://www.llumc.edu","92354",
"San Bernardino, California, US",,"2295 S. Vineyard Avenue",,"176","Ontario","USA","San Bernardino","06071","N","0021891761","34.0320795600001","-117.60859933","622110","General Medical And Surgical Hospitals","California","64","Non-Profit","176","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN",,,,"GENERAL ACUTE CARE","2014-02-10T00:00:00.000Z","IMAGERY","http://www.kaiserpermanente.org","91761",
"Santa Barbara, California, US",,"303 South C Street",,"34","Lompoc","USA","Santa Barbara","06083","N","0059093436","34.6353716090001","-120.452188325","622310","Rehabilitation Hospitals (Except Alcoholism, Drug Addiction)","California","62","Proprietary","34","http://www.oshpd.ca.gov/HID/Facility-Listing.html","2018-08-08T00:00:00.000Z","06","CA","California",,"OPEN","(844) 394-3767",,,"REHABILITATION","2016-02-17T00:00:00.000Z","IMAGERY/OTHER","https://championrecovery.com/","93436",
